,no,author,content,true-author
3125,00242,candidate00020," , I have passed your resume on to and to Vickers, who is 's equivalent for the East and Central desks. I hope you hear from one of them - is an awesome guy and I would work for him anywhere! I will keep you posted as I hear of other opportunies you might be interested in. I will do whatever I can to take care of Robbie ! ",candidate00020
3126,00243,candidate00020," Hey guys - it looks like NCPA got our proposal and would like for us to refresh by 9 am PPT tomarrow morning. That is 11 our time. , where are we with credit and contracts. I think we need to have this done today. Can you let me know what our status is? is asking me. , can we refresh in the morning fairly quickly? I would love to get this deal done. Tomarrow, we need to add a little orig! Please let me know if any of you have any questions. thanks, ",candidate00020
3127,00244,candidate00020, We could meet at my house and sit on my patio. I should stick around until 5:30 or so. I could be home by 5:45 or 6. Is that cool? ,candidate00020
3128,00245,candidate00020, But Oregon would be eaten alive by Miami - they haven't played anyone this year. Just got a call about a power originator job in . Interesting! ,candidate00020
3129,00246,candidate00020," So do we have a special agreement in place for the full requirements gas deal? I think that you did that deal before I came to the gas desk. How can I get a copy of the penalty language? Thanks, ",candidate00020
3130,00247,candidate00020," What do you know about Panda Resources? Nothing in a rush right now but I am showing them 10 year prices for their plant in AZ. I would, however, like to be prepared to do bidness! Let me know what you need. Thanks, Ki. ",candidate00020
3131,00248,candidate00020," Yonnie, I hope you are doing well. I just talked to Wende and we discussed having lunch with you on the 26th. My flight isn't until 7 pm that day and I would love to see you. I hope you will be able to make it! My job search is going well. I was in yesterday and that looks promising. I may just wait for the new deal here to go through to see what is still left with the ""new company"". I am traveling Jan 3 - 12 so it just makes sense to wait! We can chat more when I see you! Let either me or Wende know if you can make it! Talk to you later - Love, ",candidate00020
3132,00249,candidate00020," came back from dallas friday - just went to houstons with a friend. Saturday, worked on the house and ran some errands. Went out saturday night and drank too much - just hung out yesterday. Nothing at all exciting! I am very boring these days! ",candidate00020
3133,00250,candidate00020," , The City of Glendale is ready to set up a conference call to go over the minor changes that they would like to see in the ISDA agreement. Would you be available to do this call with them on Wednesday afternoon? Please let me know as soon as possible if so and what time so I can set it up with the customer. Also, they would like an electronic verson of the opinion letter. Can you have one sent to me? Call me if you have any questions - x30685. Thanks, ",candidate00020
3134,00251,candidate00020," Chino plant 100% down = 80 MW Bagdad plant - 50% decrease in production = 40 mw Cerrito plant - 50% decrease in production = 40 mw Basically 120 -150 MW offline due to PDs decrease in producion. the same percentage decrease in gas demand is what we should see. Let me know if you would like us to investigate this further. Thanks, ",candidate00020
3135,00252,candidate00020, What's up with BHP? HESCO? I was gone most of friday and feel like I was gone longer. Call me when you get a chance. ,candidate00020
